title,SJR Best Quartile,source_id
"Journal of Fluids Engineering, Transactions of the ASME",Q2,
Journal of North African Studies,Q1,S54158622
Journal of Optical Microsystems,Q2,S4210234311
Kratkiye Soobshcheniya Instituta Arkheologii,Q1,
NeuroRehabilitation,Q2,S4873485
Rural Educator,Q2,S4210179013
Silva Fennica,Q1,S114295916
Studies in Philosophy and Education,Q1,S169610939
Transportation Research Record,Q2,S145575934
AIDS Research and Human Retroviruses,Q3,S161282271
Carbon Trends,Q2,S4210240045
Current Radiopharmaceuticals,Q2,S80350757
Drug and Chemical Toxicology,Q2,S17820993
"Drugs: Education, Prevention and Policy",Q2,S133407512
ILAR Journal,Q1,S7144643
Journal of Chemical Education,Q2,S105208853
Journal of Geophysics and Engineering,Q2,S35316464
Journal of Health Economics and Outcomes Research,Q2,S4210194146
Rock Art Research,Q1,S50685539
Sociologica,Q2,S135297974
Zoologischer Anzeiger,Q1,S160317517
Archaeological Research in Asia,Q1,S2898610133
Australian Journal of Civil Engineering,Q2,S2764856369
Clinical and Experimental Dental Research,Q2,S4210189330
Coastal Engineering Journal,Q2,S4210214080
Conservation Genetics,Q2,S176933442
Discrete and Continuous Dynamical Systems - Series S,Q2,
Electrophoresis,Q2,S2849398
Entropy,Q2,S195231649
Environmental Modeling and Assessment,Q2,S145020830
Eurasian Mathematical Journal,Q2,S4210167756
Experimental and Applied Acarology,Q2,S150156781
ExRNA,Q3,S4210201593
Global Energy Interconnection,Q2,S4210177181
Human Psychopharmacology,Q3,S154207414
IET Cyber-systems and Robotics,Q2,S4210228108
International Journal of Health Economics and Management,Q1,S4210173643
International Journal of Polymer Science,Q2,S197091645
Jornal Brasileiro de Reproducao Assistida,Q2,S4306515157
Korean Journal of Chemical Engineering,Q2,S197055754
Limnologica,Q2,S97400022
Linguistic Approaches to Bilingualism,Q1,S2764987832
Mine Water and the Environment,Q2,S107251254
Music Education Research,Q1,S40712294
Oman Medical Journal,Q2,S82148420
Quantum Information Processing,Q2,S92819544
Radiologic Clinics of North America,Q2,S183459243
Social Neuroscience,Q2,S15765371
Acta Physiologiae Plantarum,Q2,S194146006
Current Molecular Pharmacology,Q3,S88161469
Environmental Technology (United Kingdom),Q2,
Ethics and Behavior,Q2,S85421537
Footwear Science,Q2,S80587696
HighTech and Innovation Journal,Q2,S4210194387
International Journal of STD and AIDS,Q2,
Journal of Breast Imaging,Q2,S4210175921
Journal of Empirical Legal Studies,Q1,S124682778
Journal of Nutrition and Metabolism,Q2,S73438289
Neuroimaging Clinics of North America,Q2,S40536870
Opuscula Philolichenum,Q2,
Proceedings of the IEEE VLSI Test Symposium,-,S4210180668
"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering",Q2,S16239639
Recent Patents on Anti-Cancer Drug Discovery,Q2,S144782447
Tomography,Q2,S114479970
Transportation Infrastructure Geotechnology,Q2,S4210203460
Tropical Plant Pathology,Q2,S196760182
Zoology,Q1,S146329739
Asian Pacific Journal of Social Work,Q2,
Canadian Journal of Microbiology,Q2,S182870142
Defence and Peace Economics,Q2,S191005381
Fashion and Textiles,Q1,S2737146171
Geochemical Perspectives,Q2,S4210194391
Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences,Q2,
Journal of Clinical Rheumatology,Q2,S129376536
Journal of Criminology,Q1,S27273401
Journal of Dental Education,Q2,S121799786
Journal of GeoEngineering,Q2,S4306515594
Journal of Periodontal and Implant Science,Q2,
Lifestyle Genomics,Q2,S4210210325
Polish Archives of Internal Medicine,Q2,S96742272
Proceedings - Prehistoric Society,Q1,S4210218235
Acta Crystallographica Section A: Foundations and Advances,Q2,S4393918093
Applied Immunohistochemistry and Molecular Morphology,Q2,S42732013
"Aqua Water Infrastructure, Ecosystems and Society",Q2,S4387288218
Asian Journal of Surgery,Q2,S111902150
Avian Pathology,Q1,S101755860
BMC Nutrition,Q2,S2765040563
Clinical Imaging,Q2,S113483602
Cryptography,Q2,S81616010
Gender Issues,Q1,S101521904
IFLA Journal,Q1,S39839259
IJID Regions,Q2,S4210169834
International Urology and Nephrology,Q2,S3830747
Inverse Problems and Imaging,Q2,S164833468
Journal fur Ornithologie,Q2,
Journal of Asian Security and International Affairs,Q1,S4210198989
Journal of Bioscience and Bioengineering,Q2,S63783143
Journal of Global Scholars of Marketing Science: Bridging Asia and the World,Q1,
Journal of Health Organization and Management,Q2,S162934775
Nano Futures,Q2,S4210169526
Optics Communications,Q2,S186881120
Porn Studies,Q1,S4210198382
Zdravstveno Varstvo,Q2,S2739014637
Acarologia,Q2,S163259234
ACM Transactions on Computer Systems,Q2,S193109227
"BMJ Surgery, Interventions, and Health Technologies",Q2,
Frontiers of Hormone Research,Q3,S102224481
Heat Transfer Engineering,Q2,S118009772
IEEE Transactions on Nuclear Science,Q2,S14279044
Industrial Law Journal,Q1,S75019429
International Journal of Circumpolar Health,Q2,S133112271
"JOGNN - Journal of Obstetric, Gynecologic, and Neonatal Nursing",Q1,S48019687
Journal of Animal Science and Technology,Q1,S40007765
Journal of Family and Community Medicine,Q2,S2755428348
Journal of Information Systems,Q2,S116712389
Journal of International Migration and Integration,Q1,S2764345705
Journal of the Egyptian National Cancer Institute,Q3,S4210209315
Lymphatic Research and Biology,Q2,S206674190
Advances in Nano Research,Q2,S4306500795
American Journal of Physics,Q2,S38866342
Anthropology of Work Review,Q1,S161794171
Applied Geomatics,Q2,S159647955
Critical Reviews in Therapeutic Drug Carrier Systems,Q2,S22829174
Electricity,Q2,S135262353
Epidemiologia,Q2,S142561611
Ground Water Monitoring and Remediation,Q2,S15864328
Interactions,Q3,S34460812
International Journal of Event and Festival Management,Q2,S2765054849
Journal of Clinical and Aesthetic Dermatology,Q2,S2764854428
Journal of Database Management,Q2,S73024538
Journal of Language and Sexuality,Q1,S4210186151
Journalism and Media,Q1,S4210232010
Numerical Functional Analysis and Optimization,Q2,S27114296
Pediatric Exercise Science,Q2,S83692137
"Plant, Soil and Environment",Q2,S933983379
South African Journal of Botany,Q2,S31493525
WMU Journal of Maritime Affairs,Q2,S2764627745
ACM Transactions on Asian and Low-Resource Language Information Processing,Q2,S4306421405
Advances in Clinical and Experimental Medicine,Q1,S948795172
Clinical Hematology International,Q2,S4210197060
Clinics,Q2,S86906467
CrystEngComm,Q2,S95865439
Die Naturwissenschaften,Q2,
Grey Systems,Q2,S4210188239
Ijtihad: Jurnal Wacana Hukum Islam dan Kemanusiaan,Q1,S2739402602
International Journal of Geotechnical Engineering,Q2,S102750856
International Journal of Neuroscience,Q2,S78190159
Journal of Graph Algorithms and Applications,Q2,S33451491
Journal of International Students,Q2,S4210198367
Journal of the Royal Anthropological Institute,Q1,S65256140
Mathematical Methods of Operations Research,Q2,S126160977
Metrika,Q2,S97293958
Prison Journal,Q1,S40678964
Silicon,Q2,S52783196
Southern African Journal of HIV Medicine,Q3,S74263619
Symbiosis,Q2,S121779305
VideoGIE,Q2,S2898416378
Anaesthesia and Intensive Care,Q2,S109940108
Behavioral and Brain Sciences,Q3,S59628311
Biomarkers,Q2,S8391440
Canadian Water Resources Journal,Q2,S24288769
Cancer Informatics,Q3,S55012689
Cognitive Processing,Q2,S99753134
International Journal of Biostatistics,Q2,S96961628
Journal of Blood Medicine,Q3,S2765050986
Journal of Competition Law and Economics,Q1,S4210186350
Journal of Pediatric Hematology/Oncology Nursing,Q1,S4210196049
Journal of Spinal Cord Medicine,Q3,S192059556
Journal of Water and Health,Q2,S26443501
KSCE Journal of Civil Engineering,Q2,S109054653
Law and Social Inquiry,Q1,S129275725
Marine Biodiversity Records,Q2,S31022136
Open Ceramics,Q2,S4210174163
Spatial Cognition and Computation,Q2,S4121042
Sport in Society,Q1,S192935422
Sport Psychologist,Q3,S116921146
Theoretical and Experimental Plant Physiology,Q2,S2764357854
ADMET and DMPK,Q1,S2764910940
Australasian Orthodontic Journal,Q2,S4210177234
Cephalalgia Reports,Q3,S4210193149
Collegian,Q2,S12177934
Concurrency Computation Practice and Experience,Q2,S11065456
Digital Government: Research and Practice,Q2,S4210232200
Howard Journal of Communications,Q2,S204225869
International Feminist Journal of Politics,Q1,S163917399
International Spectator,Q1,S101120184
Journal of Nursing Education,Q2,S152990921
Journal of Separation Science,Q2,S45406943
Paleontological Research,Q2,S172004202
"Regional Studies, Regional Science",Q2,S2764536234
Space and Polity,Q1,S81716898
Constructive Mathematical Analysis,Q2,S4210221332
Economic Development Quarterly,Q2,S175759345
Forecasting,Q1,S39307421
Geotechnical and Geological Engineering,Q1,S202628778
Hereditas,Q2,S4210173499
Historic Environment: Policy and Practice,Q1,
Irish Journal of Medical Science,Q2,S117684900
JIMD Reports,Q2,S4210211695
Journal of Marine Science and Engineering,Q2,S2736865057
Journal of Raman Spectroscopy,Q2,S4206644
Lichenologist,Q2,S168814323
Mediterranean Journal of Hematology and Infectious Diseases,Q3,S159911762
PhytoKeys,Q2,S138605562
"Psychology of Consciousness: Theory Research, and Practice",Q2,S4210176507
Quarterly Journal of Finance,Q2,S4210208451
South African Journal of Geology,Q2,S17383894
Wspolczesna Onkologia,Q2,
Advances in Applied Mathematics and Mechanics,Q2,S123777873
Asia-Pacific Journal of Clinical Oncology,Q2,S77500791
Bulletin of the Brazilian Mathematical Society,Q2,S4210173502
Current Molecular Medicine,Q2,S50220609
Disaster Prevention and Management,Q2,S90310510
"Guidance, Navigation and Control",Q2,S4210200906
"Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology",Q2,S190640482
Journal of Dairy Research,Q2,S159932305
Journal of Orthopaedic Science,Q2,S170674194
Personal Relationships,Q1,S201186940
Sexual and Reproductive Healthcare,Q1,S163327032
Structural Heart,Q2,S4210176433
Acta Arachnologica,Q2,S199789556
Asian-Pacific Journal of Second and Foreign Language Education,Q1,S3034690390
Atlantic Geology,Q2,S82865260
Cancer genetics,Q3,S4210175027
Computational and Mathematical Organization Theory,Q2,S47778307
"Crime, Media, Culture",Q1,S67718618
Entrepreneurship Education and Pedagogy,Q2,S4210233507
Geneva Papers on Risk and Insurance: Issues and Practice,Q2,S151491554
Geological Journal,Q2,S128421901
Infection Ecology and Epidemiology,Q2,S2764549818
International Journal of Injury Control and Safety Promotion,Q2,S44036404
Journal of Applied Philosophy,Q1,S100706773
Journal of Clinical Medicine Research,Q2,S102244479
Journal of Global Mobility,Q2,S4210214832
Journal of Paleontology,Q2,S143791635
"Journal of Physics B: Atomic, Molecular and Optical Physics",Q2,S108417319
Journal of Vertebrate Biology,Q2,S4210213692
Parasite Immunology,Q2,S80886111
Qualitative Research in Organizations and Management,Q2,S199127151
Ultraschall in der Medizin,Q2,S50260976
Vasa - European Journal of Vascular Medicine,Q2,S68372374
VINE Journal of Information and Knowledge Management Systems,Q1,S4210228535
Vision (Switzerland),Q2,
Visual Communication,Q1,S105424869
Acta Archaeologica,Q1,S111391483
"Advances in Atomic, Molecular and Optical Physics",Q2,S117186764
American Journal of Health Behavior,Q2,S170002121
Animal Diseases,Q1,S4210198226
Aquaculture Research,Q2,S185347631
Developing World Bioethics,Q2,S136773539
Digital Chemical Engineering,Q2,S4210211385
European Journal of Phycology,Q2,S133660675
Geomicrobiology Journal,Q2,S65040752
Insight,Q2,S2764964142
"Intelligent Systems in Accounting, Finance and Management",Q2,S67471091
Interactive Cardiovascular and Thoracic Surgery,Q2,S205902839
Journal of China Tourism Research,Q1,S84830373
Journal of Craniovertebral Junction and Spine,Q2,S53029770
"Journal of Men's Studies, The",Q1,
Journal of Science and Technology Policy Management,Q2,S4210176348
Nanoscale and Microscale Thermophysical Engineering,Q2,S82124767
Physica E: Low-Dimensional Systems and Nanostructures,Q2,S23074404
"Weather, Climate, and Society",Q2,S151760321
Work,Q2,S6931765
Canadian Journal of Electrical and Computer Engineering,Q2,S4210179864
Catalysis Letters,Q2,S7359802
Color Research and Application,Q2,S920941
Early Child Development and Care,Q2,S145930022
Folia Microbiologica,Q2,S68090309
International Journal of Biological Markers,Q2,S155339466
International Journal of General Systems,Q2,S145553572
Journal of Black Studies,Q1,S110151151
Journal of Composite Materials,Q2,S21859746
Journal of Constructivist Psychology,Q1,S1145265
Journal of Corporate Real Estate,Q2,S142329662
Journal of Finance and Data Science,Q2,S2898431940
Journal of Marine Sciences,Q2,S203375452
Journal of the Society for Social Work and Research,Q2,S5290899
Leading Edge,Q2,S4210172657
MedEdPORTAL : the journal of teaching and learning resources,Q2,
Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,Q2,
Oxford Development Studies,Q2,S48099453
Seed Science Research,Q2,S130555258
Social Semiotics,Q1,S70675402
State and Local Government Review,Q1,S104811990
Upstream Oil and Gas Technology,Q2,S4210210466
Advances in the Theory of Nonlinear Analysis and its Applications,Q2,
Annali dell'Istituto Superiore di Sanita,Q2,
Biotechnology Progress,Q2,S186451451
Current Protein and Peptide Science,Q2,S67737920
Data Science,Q2,S2504380752
Deafness and Education International,Q2,S108237812
European Journal of Migration and Law,Q1,S12960076
European Journal of Obstetrics and Gynecology and Reproductive Biology: X,Q2,S4210211232
Future Science OA,Q2,S2739054207
HIV/AIDS - Research and Palliative Care,Q2,S2739411477
Information and Computer Security,Q2,S106296714
International Journal of Disclosure and Governance,Q2,S71351135
Journal of Cultural Cognitive Science,Q1,S4210227849
Journal of Ionic Liquids,Q2,S4210239119
Journal of Thermal Science,Q2,S159320098
Nursing Administration Quarterly,Q2,S2754252760
Operating Systems Review (ACM),Q2,S50071195
Paediatric Anaesthesia,Q2,
Plant-Environment Interactions,Q2,S4210218325
Polymer Bulletin,Q2,S111277402
Sexual Health,Q2,S11120115
Tertiary Education and Management,Q2,S51425651
Veterinary Radiology and Ultrasound,Q1,S203482206
Allergo Journal International,Q3,S2764413502
Applied Network Science,Q1,S3035517252
"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",Q2,S4210193102
Asia-Pacific Journal of Financial Studies,Q2,S4210190745
Critical African Studies,Q1,S2764881429
Critical Studies in Television,Q1,S2764567453
Evolutionary Systematics,Q2,S36756304
Indian Journal of Gastroenterology,Q3,S187649232
Industry and Higher Education,Q2,S2764925558
International Journal for the Advancement of Counselling,Q2,S90504552
International Journal of Fertility and Sterility,Q2,S61296223
International Journal of Metalcasting,Q2,S120211018
International Journal of Speech-Language Pathology,Q1,S156010793
International Journal of Strategic Communication,Q2,S136172864
Journal of Academic Ethics,Q1,S196414289
"Journal of Agricultural, Biological, and Environmental Statistics",Q2,S185969502
Pakistan Veterinary Journal,Q1,S12629481
"Scientific World Journal, The",Q2,S29243050
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,Q2,S4210231956
Agricultural and Forest Entomology,Q1,S27810548
Asian Development Review,Q2,S2764835697
British Poultry Science,Q2,S111213849
Current Stem Cell Research and Therapy,Q2,S4210223497
Few-Body Systems,Q2,S190936833
Frontiers in Animal Science,Q2,S4210230110
Issues in Educational Research,Q2,S2739148201
Journal of Asian Public Policy,Q2,S143207802
Journal of Econometric Methods,Q2,S4210230891
Journal of Rational - Emotive and Cognitive - Behavior Therapy,Q2,S55619869
Letters in Applied Microbiology,Q3,S171033905
Literacy Research and Instruction,Q1,S109590246
Prehospital and Disaster Medicine,Q2,S2754346785
Processes,Q2,S75830442
Social Policy and Society,Q1,S111656376
Social Theory and Health,Q2,S2764705399
Systems Microbiology and Biomanufacturing,Q2,S4210175094
Urban Governance,Q2,S4210204874
Value in Health Regional Issues,Q1,S2764833115
